package	test	site	runs	go_mallocs_per_run	mnz_per_run	mnz_bytes_per_run	pass
runtime	TestZeroConvT2x/I64	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/Istr	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestZeroConvT2x/Islice	runtime/iface_test.go:315	1000	0	0	0	GOMAXPROCS=4
runtime	TestStringConcatenationAllocs	runtime/malloc_test.go:141	1000	1	0	0	GOMAXPROCS=4
runtime	TestMapStringBytesLookup	runtime/map_test.go:591	100	0	0	0	GOMAXPROCS=4
runtime	TestMapStringBytesLookup	runtime/map_test.go:599	100	0	0	0	GOMAXPROCS=4
runtime	TestNonEscapingMap	runtime/map_test.go:677	1000	0	0	0	GOMAXPROCS=4
runtime	TestNonEscapingMap	runtime/map_test.go:684	1000	0	0	0	GOMAXPROCS=4
runtime	TestNonEscapingMap	runtime/map_test.go:691	1000	0	0	0	GOMAXPROCS=4
runtime	TestNonEscapingMap	runtime/map_test.go:698	1000	0	0	0	GOMAXPROCS=4
time	TestUnmarshalTextAllocations	time/time_test.go:1723	100	0	0	0	GOMAXPROCS=4
unicode/utf16	TestAllocationsDecode	unicode/utf16/utf16_test.go:131	10	0	0	0	GOMAXPROCS=4
unicode/utf16	TestAllocationsDecode	unicode/utf16/utf16_test.go:131	10	0	0	0	GOMAXPROCS=4
unicode/utf16	TestAllocationsDecode	unicode/utf16/utf16_test.go:131	10	0	0	0	GOMAXPROCS=4
unicode/utf16	TestAllocationsDecode	unicode/utf16/utf16_test.go:131	10	0	0	0	GOMAXPROCS=4
unicode/utf8	TestRuneCountNonASCIIAllocation	unicode/utf8/utf8_test.go:442	10	0	0	0	GOMAXPROCS=4
runtime	TestConcatTempString	runtime/string_test.go:229	1000	0	0	0	GOMAXPROCS=4
runtime	TestCompareTempString	runtime/string_test.go:242	1000	0	0	0	GOMAXPROCS=4
runtime	TestStringIndexHaystack	runtime/string_test.go:274	1000	0	0	0	GOMAXPROCS=4
runtime	TestStringIndexNeedle	runtime/string_test.go:288	1000	0	0	0	GOMAXPROCS=4
runtime	TestIntStringAllocs	runtime/string_test.go:332	1000	0	0	0	GOMAXPROCS=4
runtime	TestRangeStringCast	runtime/string_test.go:346	1000	0	0	0	GOMAXPROCS=4
internal/reflectlite	TestAllocations	internal/reflectlite/all_test.go:798	100	0	0	0	GOMAXPROCS=1
internal/reflectlite	TestAllocations	internal/reflectlite/all_test.go:798	100	0	0	0	GOMAXPROCS=1
net/http	TestHeaderWriteSubsetAllocs	net/http/header_test.go:229	100	0	0	0	GOMAXPROCS=1
encoding/gob	TestCountEncodeMallocs	encoding/gob/timing_test.go:91	1000	0	0	0	GOMAXPROCS=1
encoding/gob	TestCountDecodeMallocs	encoding/gob/timing_test.go:117	1000	0	0	0	GOMAXPROCS=1
encoding/gob	TestCountDecodeMallocs	encoding/gob/timing_test.go:125	1000	5	0	0	GOMAXPROCS=1
net/rpc	TestCountMallocs	net/rpc/server_test.go:586	100	14	0	0	GOMAXPROCS=1
net/rpc	TestCountMallocsOverHTTP	net/rpc/server_test.go:586	100	14	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path/filepath	TestClean	path/filepath/path_test.go:153	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
path	TestCleanMallocs	path/path_test.go:88	100	0	0	0	GOMAXPROCS=1
reflect	TestMapIterSet	reflect/all_test.go:377	10	0	0	0	GOMAXPROCS=1
reflect	TestAllocations	reflect/all_test.go:3508	100	0	0	0	GOMAXPROCS=1
reflect	TestAllocations	reflect/all_test.go:3508	100	0	0	0	GOMAXPROCS=1
reflect	TestAllocations	reflect/all_test.go:3508	100	0	0	0	GOMAXPROCS=1
reflect	TestAllocations	reflect/all_test.go:3508	100	0	0	0	GOMAXPROCS=1
reflect	TestAllocsInterfaceBig	reflect/all_test.go:6523	100	0	0	0	GOMAXPROCS=1
reflect	TestAllocsInterfaceSmall	reflect/all_test.go:6533	100	0	0	0	GOMAXPROCS=1
reflect	TestSmallZero	reflect/all_test.go:6650	100	0	0	0	GOMAXPROCS=1
reflect	TestMapAlloc	reflect/all_test.go:7392	100	0	0	0	GOMAXPROCS=1
reflect	TestMapAlloc	reflect/all_test.go:7402	100	6	0	0	GOMAXPROCS=1
reflect	TestChanAlloc	reflect/all_test.go:7426	100	1	0	0	GOMAXPROCS=1
reflect	TestMapIterReset	reflect/all_test.go:7787	10	0	0	0	GOMAXPROCS=1
sort	TestSearchWrappersDontAlloc	sort/search_test.go:211	100	0	0	0	GOMAXPROCS=1
strconv	TestCountMallocs	strconv/strconv_test.go:62	100	0	0	0	GOMAXPROCS=1
strconv	TestCountMallocs	strconv/strconv_test.go:62	100	0	0	0	GOMAXPROCS=1
strconv	TestCountMallocs	strconv/strconv_test.go:62	100	0	0	0	GOMAXPROCS=1
strconv	TestCountMallocs	strconv/strconv_test.go:62	100	0	0	0	GOMAXPROCS=1
strconv	TestCountMallocs	strconv/strconv_test.go:62	100	7	0	0	GOMAXPROCS=1
strconv	TestCountMallocs	strconv/strconv_test.go:62	100	0	0	0	GOMAXPROCS=1
strconv	TestCountMallocs	strconv/strconv_test.go:62	100	0	0	0	GOMAXPROCS=1
strconv	TestCountMallocs	strconv/strconv_test.go:62	100	0	0	0	GOMAXPROCS=1
strconv	TestCountMallocs	strconv/strconv_test.go:62	100	0	0	0	GOMAXPROCS=1
strconv	TestAllocationsFromBytes/Atoi	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=1
strconv	TestAllocationsFromBytes/ParseBool	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=1
strconv	TestAllocationsFromBytes/ParseInt	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=1
strconv	TestAllocationsFromBytes/ParseUint	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=1
strconv	TestAllocationsFromBytes/ParseFloat	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=1
strconv	TestAllocationsFromBytes/ParseComplex	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=1
strconv	TestAllocationsFromBytes/CanBackquote	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=1
strconv	TestAllocationsFromBytes/AppendQuote	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=1
strconv	TestAllocationsFromBytes/AppendQuoteToASCII	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=1
strconv	TestAllocationsFromBytes/AppendQuoteToGraphic	strconv/strconv_test.go:93	100	0	0	0	GOMAXPROCS=1
testing	TestAllocsPerRun	testing/allocs_test.go:25	100	1	0	0	GOMAXPROCS=1
testing	TestAllocsPerRun	testing/allocs_test.go:25	100	1	0	0	GOMAXPROCS=1
testing	TestAllocsPerRun	testing/allocs_test.go:25	100	1	0	0	GOMAXPROCS=1
testing	TestAllocsPerRun	testing/allocs_test.go:25	100	1	0	0	GOMAXPROCS=1
testing	TestAllocsPerRun	testing/allocs_test.go:25	100	1	0	0	GOMAXPROCS=1
time	TestCountMallocs	time/time_test.go:1109	100	0	0	0	GOMAXPROCS=1
time	TestCountMallocs	time/time_test.go:1109	100	0	0	0	GOMAXPROCS=1
time	TestCountMallocs	time/time_test.go:1109	100	0	0	0	GOMAXPROCS=1
time	TestCountMallocs	time/time_test.go:1109	100	0	0	0	GOMAXPROCS=1
time	TestUnmarshalTextAllocations	time/time_test.go:1723	100	0	0	0	GOMAXPROCS=1
